track_name,track_artist,track_album_release_date,playlist_genre
Sweet Dreams (Are Made of This) - Remastered,Eurythmics,1/21/83,rock
Hungry Like the Wolf - 2009 Remaster,Duran Duran,5/10/82,rock
Mony Mony - Downtown Mix / 24-Bit Digitally Remastered 2001,Billy Idol,1985,rock
Take on Me,a-ha,6/1/85,rock
Everybody Wants To Rule The World,Tears For Fears,2/25/85,rock
The Power Of Love,Huey Lewis & The News,1/1/06,rock
Who Can It Be Now?,Men At Work,2/1/96,rock
The Safety Dance,Men Without Hats,1982,rock
Video Killed The Radio Star,The Buggles,1/10/80,rock
Don't You Want Me,The Human League,1981,rock
Tainted Love,Soft Cell,1981-12,rock
Smooth Criminal - Radio Edit,Michael Jackson,7/19/05,rock
You Give Love A Bad Name,Bon Jovi,1/1/86,rock
Beat It - Single Version,Michael Jackson,11/30/82,rock
(Oh) Pretty Woman - 2015 Remaster,Van Halen,4/14/82,rock
Sweet Home Alabama,Lynyrd Skynyrd,4/15/74,rock
Billie Jean,Michael Jackson,11/30/82,rock
Knockin' On Heaven's Door,Guns N' Roses,1/1/91,rock
Another One Bites The Dust - Remastered 2011,Queen,6/27/80,rock
We're Not Gonna Take It,Twisted Sister,1984,rock
Bad - 2012 Remaster,Michael Jackson,8/31/87,rock
I Wanna Rock,Twisted Sister,1984,rock
Hells Bells,AC/DC,7/25/80,rock
Panama - 2015 Remaster,Van Halen,1/4/84,rock
Dude (Looks Like A Lady),Aerosmith,1/1/87,rock
Bad Medicine,Bon Jovi,9/13/88,rock
Youth Gone Wild,Skid Row,1/24/89,rock
867-5309 / Jenny,Tommy Tutone,12/4/81,rock
Detroit Rock City,KISS,1/1/78,rock
Here I Go Again,Whitesnake,11/20/82,rock
Jet Airliner - Remastered 2017,Steve Miller Band,9/15/17,rock
Shoot to Thrill,AC/DC,7/25/80,rock
Ain't Talkin' 'Bout Love - 2015 Remaster,Van Halen,2/10/78,rock
Every Little Step,Bobby Brown,1/1/88,rock
Dreams,Van Halen,3/24/86,rock
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",Aerosmith,8/18/98,rock
Dreams - Live,Van Halen,2/23/93,rock
Renagade,Bulletboys,10/1/10,rock
Runaway,Bon Jovi,1/1/84,rock
Dance the Night Away - 2015 Remaster,Van Halen,3/23/79,rock
You Really Got Me - 2015 Remaster,Van Halen,2/10/78,rock
I Was Made For Lovin' You,KISS,3/23/79,rock
Fat Bottomed Girls - Remastered 2011,Queen,11/10/78,rock
I Remember You,Skid Row,1/24/89,rock
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,5/14/76,rock
Why Can't This Be Love,Van Halen,3/24/86,rock
You've Got Another Thing Coming,Judas Priest,1982,rock
Rock Of Ages,Def Leppard,1/20/83,rock
Song 2 - 2012 Remaster,Blur,2/10/97,rock
2000 Miles - 2007 Remaster,Pretenders,1984,rock
The Killing Moon,Echo & the Bunnymen,5/4/84,rock
Swingin Party - 2008 Remaster,The Replacements,1985,rock
Where Is My Mind?,Pixies,1988,rock
Common People,Pulp,10/30/95,rock
Bizarre Love Triangle,New Order,9/29/86,rock
Love Shack,The B-52's,6/23/89,rock
1979 - Remastered 2012,The Smashing Pumpkins,1995,rock
Down By The Water,PJ Harvey,1/1/95,rock
Oh! Sweet Nuthin' - 2015 Remastered,The Velvet Underground,1970,rock
Feel the Pain,Dinosaur Jr.,8/23/94,rock
Don't You Want Me,The Human League,1981,rock
Autumn Sweater,Yo La Tengo,4/22/97,rock
Psycho Killer - 2005 Remaster,Talking Heads,9/16/77,rock
Jane Says,Jane's Addiction,8/23/88,rock
Walk On the Wild Side,Lou Reed,12/1/72,rock
Bitter Sweet Symphony,The Verve,9/29/97,rock
Suedehead - 2011 Remaster,Morrissey,1988,rock
She,Elvis Costello,2012,rock
Real Wild Child (Wild One),Iggy Pop,10/27/86,rock
Because the Night,Patti Smith,3/3/78,rock
Everybody Wants To Rule The World,Tears For Fears,2/25/85,rock
Enola Gay - Remastered,Orchestral Manoeuvres In The Dark,10/24/80,rock
I Wanna Be Your Dog - 2019 Remaster,The Stooges,1/1/69,rock
Friday I'm In Love,The Cure,1/1/92,rock
Is She Really Going Out With Him?,Joe Jackson,1/5/79,rock
If You Tolerate This Your Children Will Be Next,Manic Street Preachers,9/14/98,rock
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,1986,rock
Only Happy When It Rains,Garbage,1995,rock
Should I Stay or Should I Go - Remastered,The Clash,1982,rock
Heart Of Glass - Special Mix,Blondie,10/31/81,rock
Why Can't I?,Liz Phair,1/1/03,rock
Cars,Gary Numan,1979,rock
Losing My Religion,R.E.M.,3/12/91,rock
The Book of Love,The Magnetic Fields,9/14/99,rock
Laid,James,1993,rock
Santa Monica,Everclear,1/1/95,rock
Icky Thump,The White Stripes,6/15/07,rock
Just What I Needed,The Cars,6/6/78,rock
Criminal,Fiona Apple,7/23/96,rock
Every You Every Me,Placebo,10/12/98,rock
We Got The Beat,The Go-Go's,1/1/81,rock
Hallelujah,Jeff Buckley,1994,rock
Save Me,Aimee Mann,12/7/99,rock
Cornflake Girl,Tori Amos,1/31/94,rock
All I Wanna Do,Sheryl Crow,8/3/93,rock
Into My Arms - 2011 Remastered Version,Nick Cave & The Bad Seeds,1997,rock
Wuthering Heights,Kate Bush,2/17/78,rock
Hey Jealousy,Gin Blossoms,1/1/92,rock
Everlong,Foo Fighters,5/20/97,rock
Always on My Mind,Pet Shop Boys,3/31/98,rock
Island In The Sun,Weezer,5/15/01,rock
Just Can't Get Enough,Depeche Mode,11/2/81,rock
Every Breath You Take,The Police,6/17/83,rock
Lovefool,The Cardigans,1/1/96,rock
Loser,Beck,3/1/94,rock
Creep,Radiohead,2/22/93,rock
Reptilia,The Strokes,10/28/03,rock
California Stars,Billy Bragg,1998,rock
Runaway Train,Soul Asylum,1/1/92,rock
The Suburbs,Arcade Fire,2010,rock
Luka,Suzanne Vega,1/1/87,rock
Be Yourself,Audioslave,1/1/05,rock
Alive,Pearl Jam,8/27/91,rock
Wonderwall - Remastered,Oasis,10/2/95,rock
Goody Two Shoes,Adam Ant,1982,rock
It's Oh So Quiet,Björk,6/13/95,rock
Are You Gonna Go My Way,Lenny Kravitz,3/9/93,rock
The Tears Of A Clown,The English Beat,1/1/12,rock
Don't Speak,No Doubt,10/10/95,rock
Spread Your Love,Black Rebel Motorcycle Club,1/1/01,rock
Low,Cracker,1993,rock
Solsbury Hill,Peter Gabriel,1977,rock
Take on Me,a-ha,6/1/85,rock
Algiers,The Afghan Whigs,4/15/14,rock
Iris,The Goo Goo Dolls,9/11/98,rock
Uprising,Muse,9/10/09,rock
Strange Overtones,David Byrne,10/6/08,rock
Mr. Brightside,The Killers,6/7/04,rock
See A Little Light,Bob Mould,1989,rock
Don't Dream It's Over,Crowded House,1/1/86,rock
Brick,Ben Folds Five,3/18/97,rock
Blitzkrieg Bop - 2016 Remaster,Ramones,4/23/76,rock
You Can Call Me Al,Paul Simon,8/12/86,rock
Heart of Gold - 2009 Remaster,Neil Young,2/14/72,rock
Smells Like Teen Spirit,Nirvana,9/26/91,rock
Angel,Sarah McLachlan,7/15/97,rock
Universal Heart-Beat,Juliana Hatfield,1995,rock
You Were Meant For Me,Jewel,2/28/95,rock
Chasing Cars,Snow Patrol,1/1/06,rock
Hallelujah,Leonard Cohen,12/11/84,rock
Here It Goes Again,OK Go,1/1/05,rock
"You're Gonna Go Far, Kid",The Offspring,6/17/08,rock
Girls Just Want to Have Fun,Cyndi Lauper,10/14/83,rock
This Year's Love,David Gray,11/2/98,rock
With Or Without You - Remastered,U2,3/3/87,rock
Constant Craving,k.d. lang,2010,rock
Under the Bridge,Red Hot Chili Peppers,9/24/91,rock
Society,Eddie Vedder,9/18/07,rock
Encore,Red Hot Chili Peppers,6/17/16,rock
Scar Tissue,Red Hot Chili Peppers,6/8/99,rock
Interstate Love Song,Stone Temple Pilots,6/7/94,rock
Black Hole Sun,Soundgarden,1/1/94,rock
One,U2,11/18/91,rock
Everybody Hurts,R.E.M.,1/1/92,rock
No One Knows,Queens of the Stone Age,1/1/02,rock
Everybody's Changing,Keane,1/1/04,rock
Linger,The Cranberries,3/1/93,rock
Wish You Were Here,Pink Floyd,9/12/75,rock
Californication,Red Hot Chili Peppers,6/8/99,rock
Yellow,Coldplay,7/10/00,rock
I Still Haven't Found What I'm Looking For,U2,3/3/87,rock
Sex on Fire,Kings of Leon,9/23/08,rock
Otherside,Red Hot Chili Peppers,6/8/99,rock
Don't Cry (Original),Guns N' Roses,1/1/91,rock
Zombie,The Cranberries,10/3/94,rock
Knockin' On Heaven's Door,Guns N' Roses,9/17/91,rock
This Mess We're In,PJ Harvey,1/1/00,rock
Last Goodbye,Jeff Buckley,1994,rock
Karma Police,Radiohead,5/28/97,rock
Black,Pearl Jam,8/27/91,rock
Stand by Me,Oasis,8/21/97,rock
Wind Of Change,Scorpions,1/1/90,rock
Englishman In New York,Sting,1/1/87,rock
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",Aerosmith,8/18/98,rock
Don't Look Back in Anger - Remastered,Oasis,10/2/95,rock
Sweet Child O' Mine,Guns N' Roses,1/1/87,rock
More Than Words,Extreme,1/1/90,rock
Stairway to Heaven - Remaster,Led Zeppelin,11/8/71,rock
Comfortably Numb,Pink Floyd,11/30/79,rock
Time,Pink Floyd,3/1/73,rock
High And Dry,Radiohead,3/28/95,rock
Somewhere Only We Know,Keane,1/1/04,rock
Torn,Natalie Imbruglia,11/24/97,rock
White Flag,Dido,2003,rock
Last Kiss,Pearl Jam,1999,rock
Yellow Ledbetter,Pearl Jam,1991,rock
Bed Of Roses,Bon Jovi,11/3/92,rock
Livin' On A Prayer,Bon Jovi,1/1/86,rock
Rock You Like A Hurricane,Scorpions,3/27/84,rock
Paranoid,Black Sabbath,9/18/70,rock
Have You Ever Seen The Rain,Creedence Clearwater Revival,12/7/70,rock
Dust in the Wind,Kansas,1977,rock
Hotel California - 2013 Remaster,Eagles,12/8/76,rock
Ordinary World,Duran Duran,2/15/93,rock
New Kid in Town - 2013 Remaster,Eagles,12/8/76,rock
Piano Man,Billy Joel,11/7/73,rock
Tiny Dancer,Elton John,11/5/71,rock
The Sound of Silence - Acoustic Version,Simon & Garfunkel,10/19/64,rock
Still Crazy After All These Years,Paul Simon,10/25/75,rock
"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,8/25/92,rock
Angie,The Rolling Stones,8/31/73,rock
"Another Brick in the Wall, Pt. 2",Pink Floyd,11/30/79,rock
The Pretender,Foo Fighters,9/25/07,rock
How You Remind Me,Nickelback,9/11/01,rock
You Get What You Give,New Radicals,1/1/98,rock
Thank You,Dido,1999,rock
There She Goes,Sixpence None The Richer,1997,rock
Erase / Rewind,The Cardigans,1/1/98,rock
Wherever You Will Go,The Calling,2001,rock
Shape Of My Heart,Sting,3/9/93,rock
Roxanne,The Police,11/2/78,rock
Trouble,Coldplay,7/10/00,rock
In the End,Linkin Park,10/24/00,rock
Last Resort,Papa Roach,4/25/01,rock
Feel,Robbie Williams,2002,rock
Angels,Robbie Williams,1/1/97,rock
She's The One,Robbie Williams,1998,rock
Smooth (feat. Rob Thomas),Santana,1999,rock
Sonnet,The Verve,9/29/97,rock
The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,8/29/11,rock
Knockin' On Heaven's Door - Remastered,Bob Dylan,7/13/73,rock
Stop Crying Your Heart Out,Oasis,2/3/02,rock
Closer,Travis,5/7/07,rock
Hold the Line,TOTO,10/10/78,rock
Big in Japan - Best of-Version,Alphaville,12/17/91,rock
Dark Necessities,Red Hot Chili Peppers,6/17/16,rock
I'm Not In Love,10cc,1975,rock
Like a Stone,Audioslave,11/17/02,rock
Can't Stop,Red Hot Chili Peppers,7/9/02,rock
Africa,TOTO,4/8/82,rock
The Second You Sleep,Saybia,10/28/02,rock
Is This Love - 2007 Remastered Version,Whitesnake,11/1/87,rock
Don't Go Away,Oasis,8/21/97,rock
Sing,Travis,6/12/01,rock
Use Somebody,Kings of Leon,9/23/08,rock
Starlight,Muse,6/19/06,rock
Supermassive Black Hole,Muse,6/19/06,rock
Madness,Muse,9/24/12,rock
Seven Nation Army,The White Stripes,4/1/03,rock
Hysteria,Muse,3/23/04,rock
Psycho,Travel With The Sun,11/1/19,rock
Time Is Running Out,Muse,3/23/04,rock
Dry Ink,Travel With The Sun,7/5/19,rock
Autumn,Day Felice,7/12/19,rock
Knights of Cydonia,Muse,6/19/06,rock
Flaws,Travel With The Sun,8/23/19,rock
When You Were Young,The Killers,10/2/06,rock
Psycho,Muse,6/4/15,rock
Reasons,Travel With The Sun,10/11/19,rock
Feeling Good,Muse,2001,rock
Undisclosed Desires,Muse,9/10/09,rock
Shine a Light,Travel With The Sun,11/1/19,rock
Last Nite,The Strokes,7/30/01,rock
Resistance,Muse,9/10/09,rock
We Hear You,Travel With The Sun,11/1/19,rock
Stockholm Syndrome,Muse,3/23/04,rock
Grayscale,Travel With The Sun,11/1/19,rock
Take Me Out,Franz Ferdinand,2/16/04,rock
Supremacy,Muse,9/24/12,rock
State of Insanity,Travel With The Sun,11/1/19,rock
The Kill,Thirty Seconds To Mars,1/1/05,rock
Panic Station,Muse,9/24/12,rock
Hate To Say I Told You So,The Hives,9/12/00,rock
Mercy,Muse,6/4/15,rock
Dakota,Stereophonics,1/1/05,rock
Unintended,Muse,1999,rock
Chelsea Dagger,The Fratellis,1/1/06,rock
Dead Inside,Muse,6/4/15,rock
This Is War,Thirty Seconds To Mars,1/1/09,rock
Sunburn,Muse,1999,rock
Coffee and TV,Blur,3/15/98,rock
Map of the Problematique,Muse,6/19/06,rock
Survival,Muse,9/24/12,rock
Reapers,Muse,6/4/15,rock
Ruby,Kaiser Chiefs,1/1/07,rock
Butterflies and Hurricanes,Muse,3/23/04,rock
Icky Thump,The White Stripes,6/15/07,rock
Sunday Morning,The Velvet Underground,3/12/67,rock
Empty,Garbage,6/10/16,rock
Should I Stay Or Should I Go,Red Band,4/1/14,rock
Firestarter,The Prodigy,1997,rock
The Black Angel's Death Song,The Velvet Underground,3/12/67,rock
Army Of Me,Björk,6/13/95,rock
Tilt,Scott Walker,1/1/95,rock
I Bet You Look Good On The Dancefloor,Arctic Monkeys,1/29/06,rock
"I Had a Dream, Joe - 2010 Remastered Version",Nick Cave & The Bad Seeds,1992,rock
Louie Louie,Iggy Pop,1/1/11,rock
London Calling - Remastered,The Clash,1979,rock
Been Caught Stealing,Jane's Addiction,8/21/90,rock
This Is Love,PJ Harvey,1/1/00,rock
Viva La Vida,Coldplay,5/26/08,rock
The Passenger,Siouxsie and the Banshees,3/2/87,rock
My Way - 1993 Remastered Version,Sid Vicious,4/28/08,rock
In The Air Tonight - 2015 Remastered,Phil Collins,1/1/81,rock
My Iron Lung,Radiohead,3/28/95,rock
Helter Skelter - Remastered 2009,The Beatles,11/22/68,rock
Vicious,Lou Reed,12/1/72,rock
Loverman - 2011 Remastered Version,Nick Cave & The Bad Seeds,4/18/94,rock
Red Right Hand,Arctic Monkeys,8/16/09,rock
Little Black Submarines,The Black Keys,12/6/11,rock
Hallo Spaceboy (with the Pet Shop Boys) - Pet Shop Boys Remix,David Bowie,10/21/02,rock
The Garden,Einstürzende Neubauten,5/21/91,rock
Cargo Cult,Mick Harvey,1/20/17,rock
Manhattan,Scott Walker,1/1/95,rock
Gold on the Ceiling,The Black Keys,12/6/11,rock
Blue Orchid,The White Stripes,6/7/05,rock
Climbing Up the Walls,Radiohead,5/28/97,rock
Vulture,Iggy Pop,3/18/16,rock
My Death,Scott Walker,1967,rock
Somedays,Tess Parks,11/18/13,rock
Shivers,The Witches,3/1/96,rock
Trampled Rose,Tom Waits,10/5/04,rock
Lost!,Coldplay,5/26/08,rock
Grace,Jeff Buckley,1994,rock
Just,Radiohead,3/28/95,rock
Lazarus,David Bowie,1/8/16,rock
Hello,Blackfield,9/28/18,rock
Chocolate Jesus,Tom Waits,4/27/99,rock
Farmer In The City,Scott Walker,1/1/95,rock
Bells & Circles,Underworld,7/27/18,rock
White Rabbit,Jefferson Airplane,1967,rock
Breathe,The Prodigy,1997,rock
I Wanna Be Your Dog,The Stooges,8/5/69,rock
Romeo Had Juliette,Lou Reed,1/10/89,rock
Her Eyes Are a Blue Million Miles,Captain Beefheart & His Magic Band,9/11/72,rock
Fire Is Coming,Flying Lotus,5/24/19,rock
Loves Missing,Iggy Pop,9/6/19,rock
Dreams,L'Epee,5/17/19,rock
Gypsies of the Band,Electric Zoo,4/29/19,rock
Octopus,Syd Barrett,5/13/16,rock
Lucky,Radiohead,5/28/97,rock
Jubilee Street,Nick Cave & The Bad Seeds,2/18/13,rock
They Come at Night,Marianne Faithfull,11/2/18,rock
הביאו את הנגרים,Hila Ruach,10/11/19,rock
bad guy,Billie Eilish,3/29/19,rock
Red Right Hand - From 'Peaky Blinders' Original Soundtrack,PJ Harvey,10/23/19,rock
Heat,David Bowie,3/8/13,rock
Fire,Saravah Soul,7/5/10,rock
Father O'Blivion,Frank Zappa,3/22/74,rock
Monkey Gone to Heaven,Pixies,4/17/89,rock
Anemone,The Brian Jonestown Massacre,6/9/08,rock
Pissing In a River,Patti Smith,1976,rock
Real Love,Inga-Dingo,4/19/18,rock
Kyoto,HÆLOS,1/23/19,rock
Clean,Adia Victoria,2/22/19,rock
Rides Through The Morning,Michael Nau,6/26/19,rock
Scene Seven: I. The Dance of Eternity,Dream Theater,1/1/99,rock
Proxima Centaury,Karkara,10/25/19,rock
Ovation,Pomegranate Tiger,12/11/15,rock
South of Reality,The Claypool Lennon Delirium,2/22/19,rock
"River of Sorrow, River of Hope",Izzy Gaon,9/5/19,rock
Things Cannot Remain As They Are,Alma Madre,8/18/19,rock
Just Like Honey,The Jesus and Mary Chain,11/18/85,rock
Let There Be More Light,Pink Floyd,6/29/68,rock
Lords of the Backstage,Marillion,8/16/19,rock
Snake Eyes,Trouble,6/6/17,rock
Break Into Your Heart,Iggy Pop,3/18/16,rock
She’s Gone Away,Nine Inch Nails,12/23/16,rock
Hunnybee,Unknown Mortal Orchestra,4/6/18,rock
Holocaust,Big Star,9/14/09,rock
You Look Like Rain,Morphine,1993,rock
Axolotl,The Veils,8/26/16,rock
A Real Indication,Thought Gang,11/2/18,rock
Dawn Chorus,Thom Yorke,6/26/19,rock
Jigsaw Falling Into Place,Radiohead,12/28/07,rock
Paper Tiger,Beck,1/1/02,rock
Need a Little Time,Courtney Barnett,5/18/18,rock
Familiar Planes,Fufu Banana,1/7/20,rock
Dancer,Laila,3/22/17,rock
Fat Lip,Sum 41,1/1/01,rock
Basket Case,Green Day,2/1/94,rock
In Too Deep,Sum 41,1/1/01,rock
All The Small Things,blink-182,6/1/99,rock
Dammit,blink-182,1997,rock
Scotty Doesn't Know,Lustra,2006,rock
My Own Worst Enemy,Lit,2/23/99,rock
Stacy's Mom,Fountains Of Wayne,1/1/03,rock
Semi-Charmed Life,Third Eye Blind,4/8/97,rock
One Week,Barenaked Ladies,7/7/98,rock
1985,Bowling For Soup,2004,rock
Slide,The Goo Goo Dolls,9/11/98,rock
Lifestyles of the Rich & Famous,Good Charlotte,10/4/02,rock
Thnks fr th Mmrs,Fall Out Boy,1/1/07,rock
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,1/1/07,rock
Misery Business,Paramore,6/11/07,rock
I'm Not Okay (I Promise),My Chemical Romance,6/8/04,rock
MakeDamnSure,Taking Back Sunday,4/25/06,rock
Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco,9/27/05,rock
"Build God, Then We'll Talk",Panic! At The Disco,9/27/05,rock
Cute Without The 'E' (Cut From The Team),Taking Back Sunday,3/26/02,rock
Only One,Yellowcard,1/1/03,rock
Beverly Hills,Weezer,5/10/05,rock
Just the Girl,The Click Five,8/8/05,rock
Absolutely (Story of a Girl) - Radio Mix,Nine Days,5/16/00,rock
Jenny,The Click Five,6/26/07,rock
Tounge Tied,Faber Drive,1/1/07,rock
Lips Of An Angel,Hinder,1/1/05,rock
Better Than Me,Hinder,1/1/05,rock
Without You,Hinder,1/1/08,rock
Over You,Daughtry,2006,rock
Photograph,Nickelback,9/26/05,rock
Savin' Me,Nickelback,9/26/05,rock
Better Days,The Goo Goo Dolls,2006,rock
If You're Gone,Matchbox Twenty,5/23/00,rock
Drops of Jupiter,Train,3/27/01,rock
3AM,Matchbox Twenty,10/1/96,rock
I'll Be,Edwin McCain,1997,rock
All For You,Sister Hazel,1/1/97,rock
Only Wanna Be with You,Hootie & The Blowfish,7/1/94,rock
Every Morning,Sugar Ray,1999,rock
Fly,Sugar Ray,6/20/97,rock
Inside Out,Eve 6,1998,rock
Sex & Candy,Marcy Playground,1/1/97,rock
Say It Ain't So,Weezer,5/10/94,rock
Hey,Pixies,4/17/89,rock
No Rain,Blind Melon,1/1/92,rock
Hunger Strike,Temple Of The Dog,1/1/90,rock
Walkin' On The Sun,Smash Mouth,7/8/97,rock
All Star,Smash Mouth,1/1/99,rock
Tubthumping,Chumbawamba,1/1/97,rock
MMMBop,Hanson,1/1/97,rock
One Headlight,The Wallflowers,1/1/96,rock
The Way,Fastball,1/1/98,rock
Barely Breathing,Duncan Sheik,1996,rock
Crash into Me,Dave Matthews Band,4/30/96,rock
Your Body Is a Wonderland,John Mayer,8/16/01,rock
How's It Going to Be,Third Eye Blind,4/8/97,rock
Hey Leonardo (She Likes Me for Me),Blessid Union Of Souls,4/27/99,rock
It's Not Over,Daughtry,2006,rock
Kryptonite,3 Doors Down,2000,rock
I Hate Everything About You,Three Days Grace,4/19/03,rock
When I'm Gone,3 Doors Down,1/1/02,rock
Blurry,Puddle Of Mudd,1/1/01,rock
She Hates Me,Puddle Of Mudd,8/28/01,rock
Psycho,Puddle Of Mudd,1/1/07,rock
Smooth Criminal,Alien Ant Farm,1/1/01,rock
The Red,Chevelle,2002,rock
Send the Pain Below,Chevelle,2002,rock
So Far Away,Staind,5/13/03,rock
Scars,Papa Roach,1/1/04,rock
Numb,Linkin Park,3/24/03,rock
Bring Me To Life,Evanescence,1/1/03,rock
Going Under,Evanescence,1/1/03,rock
My Way,Limp Bizkit,10/17/00,rock
Freak On a Leash,Korn,8/18/98,rock
Down with the Sickness,Disturbed,2/25/00,rock
Higher,Creed,1/1/99,rock
With Arms Wide Open - New Version With Strings,Creed,1/1/99,rock
Adrienne,The Calling,2001,rock
Broken,Seether,1/1/04,rock
Snuff,Slipknot,8/20/08,rock
Far Away,Nickelback,9/26/05,rock
Here Without You,3 Doors Down,1/1/02,rock
Snow (Hey Oh),Red Hot Chili Peppers,5/9/06,rock
Dani California,Red Hot Chili Peppers,5/9/06,rock
In Bloom - Nevermind Version,Nirvana,9/26/91,rock
Smoke Two Joints,Sublime,6/1/92,rock
Wrong Way,Sublime,7/30/96,rock
The Look,Metronomy,4/11/11,rock
Heavy Wave,Motorama,1/26/15,rock
Take Care of You,Cherokee,2/21/18,rock
Pool Party,Self Sabotage,3/17/17,rock
Montreal,Roosevelt,8/19/13,rock
Wind In Her Hair,Motorama,2013,rock
Love Song (feat. Glasses),Kazy Lambist,6/8/18,rock
Polarised,Cosmo's Midnight,6/15/18,rock
Doing Yoga,Kazy Lambist,8/1/16,rock
Don't Matter,Cherokee,11/11/13,rock
Alps,Motorama,2013,rock
Matilda,alt-J,9/18/12,rock
Juvenile,The Blaze,4/7/17,rock
Hanoï café,Bleu Toucan,6/3/16,rock
